pl_name,hostname,pl_letter,sy_pnum,soltype,default_flag,pl_refname,pl_pubdate,pl_orbper,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassprov,disc_year,discoverymethod,sy_dist
"11 Com b","11 Com","b",1,"Published Confirmed",0,"<a refstr=LIU_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...672..553L/abstract target=ref> Liu et al. 2008 </a>","2008-01",326.03000000000,,,,,6165.60000000,476.70000000,-476.70000000,0,"Msini",2007,"Radial Velocity",93.18460000
"11 Com b","11 Com","b",1,"Published Confirmed",0,"<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>","2011-08",,,,,,5434.70000000,540.30000000,-413.20000000,0,"Msini",2007,"Radial Velocity",93.18460000
"11 Com b","11 Com","b",1,"Published Confirmed",1,"<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>","2023-12",323.21000000000,,,,,4914.89848585,39.09289406,-39.72855088,0,"Msini",2007,"Radial Velocity",93.18460000
"11 UMi b","11 UMi","b",1,"Published Confirmed",0,"<a refstr=DOLLINGER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...505.1311D/abstract target=ref> Dollinger et al. 2009 </a>","2009-10",516.22000000000,,,,,3337.07000000,785.01000000,-785.01000000,0,"Msini",2009,"Radial Velocity",125.32100000
"11 UMi b","11 UMi","b",1,"Published Confirmed",0,"<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>","2011-08",,,,,,3432.40000000,381.40000000,-413.20000000,0,"Msini",2009,"Radial Velocity",125.32100000
"11 UMi b","11 UMi","b",1,"Published Confirmed",1,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","2017-03",516.21997000000,,,,,4684.81420000,794.57500000,-794.57500000,0,"Msini",2009,"Radial Velocity",125.32100000
"14 And b","14 And","b",1,"Published Confirmed",0,"<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60.1317S/abstract target=ref> Sato et al. 2008 </a>","2008-12",185.84000000000,,,,,1525.50000000,,,0,"Msini",2008,"Radial Velocity",75.43920000
"14 And b","14 And","b",1,"Published Confirmed",0,"<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>","2011-08",,,,,,1017.00000000,127.10000000,-190.70000000,0,"Msini",2008,"Radial Velocity",75.43920000
"14 And b","14 And","b",1,"Published Confirmed",1,"<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>","2023-12",186.76000000000,,,,,1131.15130051,36.23243840,-38.77506565,0,"Msini",2008,"Radial Velocity",75.43920000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=BUTLER_ET_AL__2003 href=https://ui.adsabs.harvard.edu/abs/2003ApJ...582..455B/abstract target=ref> Butler et al. 2003 </a>","2003-01",1724.00000000000,,,,,1554.12000000,,,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>","2004-01",1796.40000000000,,,,,1506.45000000,19.07000000,-19.07000000,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=GOZDZIEWSKI_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...645..688G/abstract target=ref> Gozdziewski et al. 2006</a>","2006-07",,,,,,1440.66300000,,,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>","2007-01",1773.40000000000,,,,,1474.67000000,60.39000000,-60.39000000,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=GOZDZIEWSKI_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008MNRAS.385..957G/abstract target=ref> Gozdziewski et al. 2008</a>","2008-04",1766.00000000000,,,,,1581.13800000,,,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","2017-03",1773.40002000000,,,,,1481.08780000,47.67450000,-47.67450000,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",1766.41000000000,,,,,1541.46777395,47.67426105,-47.67426105,0,"Msini",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",0,"<a refstr=FENG_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022ApJS..262...21F/abstract target=ref>Feng et al. 2022</a>","2022-09",1765.03890000000,,,,,2559.47216157,518.69596022,-280.64248338,0,"Mass",2002,"Radial Velocity",17.93230000
"14 Her b","14 Her","b",2,"Published Confirmed",1,"<a refstr=BARDALEZ_GAGLIUFFI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJ...988L..18B/abstract target=ref>Bardalez Gagliuffi et al. 2025</a>","2025-07",,,,,,2828.67282230,413.17692910,-540.30829190,0,"Mass",2002,"Radial Velocity",17.93230000
"16 Cyg B b","16 Cyg B","b",1,"Published Confirmed",0,"<a refstr=COCHRAN_ET_AL__1997 href=https://ui.adsabs.harvard.edu/abs/1997ApJ...483..457C/abstract target=ref> Cochran et al. 1997 </a>","1997-07",800.80000000000,,,,,476.70000000,,,0,"Msini",1996,"Radial Velocity",21.13970000
"16 Cyg B b","16 Cyg B","b",1,"Published Confirmed",0,"<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>","2006-07",798.50000000000,,,,,533.95440000,47.67450000,-47.67450000,0,"Msini",1996,"Radial Velocity",21.13970000
"16 Cyg B b","16 Cyg B","b",1,"Published Confirmed",0,"<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>","2007-01",799.50000000000,,,,,533.93000000,22.25000000,-22.25000000,0,"Msini",1996,"Radial Velocity",21.13970000
"16 Cyg B b","16 Cyg B","b",1,"Published Confirmed",0,"<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007AJ....134.1276W/abstract target=ref> Wittenmyer et al. 2007 </a>","2007-09",799.50000000000,,,,,533.93000000,22.25000000,-22.25000000,0,"Msini",1996,"Radial Velocity",21.13970000
"16 Cyg B b","16 Cyg B","b",1,"Published Confirmed",1,"<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>","2017-03",798.50000000000,,,,,565.73740000,25.42640000,-25.42640000,0,"Msini",1996,"Radial Velocity",21.13970000
"16 Cyg B b","16 Cyg B","b",1,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",799.45000000000,,,,,556.83536906,17.16273398,-16.84490557,0,"Msini",1996,"Radial Velocity",21.13970000
"17 Sco b","17 Sco","b",1,"Published Confirmed",1,"<a refstr=TALA_PINTO_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020A&A...644A...1T/abstract target=ref>Tala Pinto et al. 2020</a>","2020-12",578.38000000000,,,,,1373.01871824,47.67426105,-38.13940884,0,"Msini",2020,"Radial Velocity",124.95300000
"18 Del b","18 Del","b",1,"Published Confirmed",0,"<a refstr=SATO_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008PASJ...60..539S/abstract target=ref> Sato et al. 2008 </a>","2008-06",993.30000000000,,,,,3273.50000000,,,0,"Msini",2008,"Radial Velocity",76.22200000
"18 Del b","18 Del","b",1,"Published Confirmed",0,"<a refstr=KUNITOMO_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...737...66K/abstract target=ref> Kunitomo et al. 2011</a>","2011-08",,,,,,3127.30000000,95.30000000,-95.30000000,0,"Msini",2008,"Radial Velocity",76.22200000
"18 Del b","18 Del","b",1,"Published Confirmed",1,"<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>","2023-12",982.85000000000,,,,,2926.24614325,50.85254512,-24.47278734,0,"Msini",2008,"Radial Velocity",76.22200000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524","b",1,"Published Confirmed",0,"<a refstr=LAFRENIERE_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...689L.153L/abstract target=ref> Lafreniere et al. 2008 </a>","2008-12",,18.64700000,,,0,2543.00000000,1271.00000000,-636.00000000,0,"Mass",2008,"Imaging",139.13500000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524","b",1,"Published Confirmed",0,"<a refstr=LAFRENIERE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...719..497L/abstract target=ref> Lafreniere et al. 2010 </a>","2010-08",,,,,,3000.00000000,1000.00000000,-700.00000000,0,"Mass",2008,"Imaging",139.13500000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524","b",1,"Published Confirmed",1,"<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>","2015-03",,,,,,3000.00000000,300.00000000,-300.00000000,0,"Mass",2008,"Imaging",139.13500000
"1RXS J160929.1-210524 b","1RXS J160929.1-210524","b",1,"Published Confirmed",0,"<a refstr=LACHAPELLE_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>","2015-03",,,,,,4000.00000000,300.00000000,-300.00000000,0,"Mass",2008,"Imaging",139.13500000
"24 Boo b","24 Boo","b",1,"Published Confirmed",0,"<a refstr=TAKARADA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018PASJ...70...59T/abstract target=ref>Takarada et al. 2018</a>","2018-08",30.35060000000,,,,,289.22530000,41.31790000,-31.78300000,0,"Msini",2018,"Radial Velocity",95.98630000
"24 Boo b","24 Boo","b",1,"Published Confirmed",1,"<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>","2023-12",30.33000000000,,,,,280.64248338,11.44182265,-13.66662150,0,"Msini",2018,"Radial Velocity",95.98630000
"24 Sex b","24 Sex","b",2,"Published Confirmed",1,"<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>","2011-01",452.80000000000,,,,,632.46000000,82.63000000,-120.77000000,0,"Msini",2010,"Radial Velocity",72.06910000
"24 Sex c","24 Sex","c",2,"Published Confirmed",1,"<a refstr=JOHNSON_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1007.4552J/abstract target=ref> Johnson et al. 2010 </a>","2011-01",883.00000000000,,,,,273.32000000,111.24000000,-69.92000000,0,"Msini",2010,"Radial Velocity",72.06910000
"2M0437 b","2MASS J04372171+2651014","b",1,"Published Confirmed",1,"<a refstr=GAIDOS_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.512..583G/abstract target=ref>Gaidos et al. 2022</a>","2022-05",,,,,,1271.31362800,317.82840700,-317.82840700,0,"Mass",2021,"Imaging",128.48400000
"2MASS J01033563-5515561 AB b","2MASS J01033563-5515561 A","b",1,"Published Confirmed",1,"<a refstr=DELORME_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...553L...5D/abstract target=ref>Delorme et al. 2013</a>","2013-05",,,,,,4131.79000000,317.83000000,-317.83000000,0,"Mass",2013,"Imaging",
"2MASS J01225093-2439505 b","2MASS J01225093-2439505","b",1,"Published Confirmed",1,"<a refstr=BOWLER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013ApJ...774...55B/abstract target=ref> Bowler et al. 2013 </a>","2013-09",,,,,,7786.50000000,794.50000000,-794.50000000,0,"Mass",2013,"Imaging",33.82810000
"2MASS J01225093-2439505 b","2MASS J01225093-2439505","b",1,"Published Confirmed",0,"<a refstr=HINKLEY_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...805L..10H/abstract target=ref>Hinkley et al. 2015</a>","2015-05",,11.20900000,,,0,,,,,,2013,"Imaging",33.82810000
"2MASS J02192210-3925225 b","2MASS J02192210-3925225","b",1,"Published Confirmed",1,"<a refstr=ARTIGAU_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...806..254A/abstract target=ref>Artigau et al. 2015</a>","2015-06",,16.14096000,0.33627000,-0.33627000,0,4417.83700000,349.61300000,-349.61300000,0,"Mass",2015,"Imaging",
"2MASS J0249-0557 c","2MASS J0249-0557 A","c",1,"Published Confirmed",0,"<a refstr=DUPUY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156...57D/abstract target=ref>Dupuy et al. 2018</a>","2018-08",,,,,,3686.80952120,413.17692910,-317.82840700,0,"Mass",2018,"Imaging",66.06130000
"2MASS J0249-0557 c","2MASS J0249-0557 A","c",1,"Published Confirmed",1,"<a refstr=LIU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026ApJ..1004..172L/abstract target=ref>Liu et al. 2026</a>","2026-06",,17.37392009,0.33626942,-0.33626942,0,3616.88727166,244.72787339,-244.72787339,0,"Mass",2018,"Imaging",66.06130000
"2MASS J03590986+2009361 b","2MASS J03590986+2009361","b",1,"Published Confirmed",1,"<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>","2024-01",,,,,,5720.91132600,317.82840700,-317.82840700,0,"Mass",2024,"Imaging",117.43500000
"2MASS J04414489+2301513 b","2MASS J04414489+2301513","b",1,"Published Confirmed",1,"<a refstr=TODOROV_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...714L..84T/abstract target=ref> Todorov et al. 2010 </a>","2010-05",,,,,,2383.60000000,794.50000000,-794.50000000,0,"Mass",2010,"Imaging",
"2MASS J11011926-7732383 b","2MASS J11011926-7732383","b",1,"Published Confirmed",1,"<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>","2024-01",,,,,,8899.19539600,3178.28407000,-2224.79884900,0,"Mass",2024,"Imaging",
"2MASS J11550485-7919108 b","2MASS J11550485-7919108","b",1,"Published Confirmed",1,"<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>","2024-01",,,,,,6356.56814000,317.82840700,-317.82840700,0,"Mass",2024,"Imaging",100.86200000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539","b",1,"Published Confirmed",0,"<a refstr=CHAUVIN_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...425L..29C/abstract target=ref> Chauvin et al. 2004 </a>","2004-10",,,,,,1589.15000000,635.66000000,-635.66000000,0,"Mass",2004,"Imaging",64.30800000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539","b",1,"Published Confirmed",0,"<a refstr=DUCOURANT_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...477L...1D/abstract target=ref> Ducourant et al. 2008 </a>","2008-01",,,,,,1271.00000000,318.00000000,-318.00000000,0,"Mass",2004,"Imaging",64.30800000
"2MASS J12073346-3932539 b","2MASS J12073346-3932539","b",1,"Published Confirmed",1,"<a refstr=ZHANG_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170...64Z/abstract target=ref>Zhang et al. 2025</a>","2025-08",,15.69257298,0.33626942,-0.44835923,0,1652.70771640,190.69704420,-222.47988490,0,"Mass",2004,"Imaging",64.30800000
"2MASS J19383260+4603591 b","2MASS J19383260+4603591","b",3,"Published Confirmed",0,"<a refstr=BARAN_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A.146B/abstract target=ref>Baran et al. 2015</a>","2015-05",416.00000000000,,,,,603.87700000,31.78300000,-31.78300000,0,"Mass",2015,"Eclipse Timing Variations",396.33200000
"2MASS J19383260+4603591 b","2MASS J19383260+4603591","b",3,"Published Confirmed",1,"<a refstr=ESMER_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.5207E/abstract target=ref>Esmer et al. 2022</a>","2022-04",406.00000000000,,,,,591.16083702,15.89142035,-15.89142035,0,"Msini",2015,"Eclipse Timing Variations",396.33200000
"2MASS J21252752-8138278 b","2MASS J21252752-8138278","b",1,"Published Confirmed",1,"<a refstr=MICHEL__AMP__MUGRAUER_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.3183M/abstract target=ref>Michel &amp; Mugrauer 2024</a>","2024-01",,,,,,3813.94088400,317.82840700,-317.82840700,0,"Mass",2024,"Imaging",34.11540000
"2MASS J22362452+4751425 b","2MASS J22362452+4751425","b",1,"Published Confirmed",1,"<a refstr=BOWLER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...18B/abstract target=ref>Bowler et al. 2017</a>","2017-01",,,,,,3972.87500000,476.74500000,-476.74500000,0,"Mass",2016,"Imaging",69.57370000
"2MASS J22501512+2325342 b","2MASS J22501512+2325342","b",1,"Published Confirmed",1,"<a refstr=DESROCHERS_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018ApJ...852...55D/abstract target=ref>Desrochers et al. 2018</a>","2018-01",,,,,,9534.85221000,3496.11247700,-1271.31362800,0,"Mass",2018,"Imaging",57.23090000
"4 UMa b","4 UMa","b",1,"Published Confirmed",0,"<a refstr=DOLLINGER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007A&A...472..649D/abstract target=ref> Dollinger et al. 2007 </a>","2007-09",269.30000000000,,,,,2256.50000000,508.50000000,-508.50000000,0,"Msini",2006,"Radial Velocity",73.46030000
"4 UMa b","4 UMa","b",1,"Published Confirmed",1,"<a refstr=TENG_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75.1030T/abstract target=ref>Teng et al. 2023</a>","2023-12",270.27000000000,,,,,2511.48007211,63.24785299,-120.13913785,0,"Msini",2006,"Radial Velocity",73.46030000
"47 UMa b","47 UMa","b",3,"Published Confirmed",0,"<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>","2004-01",1100.80000000000,,,,,877.17000000,31.78000000,-31.78000000,0,"Msini",1996,"Radial Velocity",13.79670000
"47 UMa b","47 UMa","b",3,"Published Confirmed",0,"<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>","2007-01",1083.20000000000,,,,,826.32000000,41.32000000,-41.32000000,0,"Msini",1996,"Radial Velocity",13.79670000
"47 UMa b","47 UMa","b",3,"Published Confirmed",0,"<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>","2009-05",1076.60000000000,,,,,778.68350000,31.78300000,-31.78300000,0,"Msini",1996,"Radial Velocity",13.79670000
"47 UMa b","47 UMa","b",3,"Published Confirmed",1,"<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>","2010-04",1078.00000000000,,,,,804.08000000,22.25000000,-19.07000000,0,"Msini",1996,"Radial Velocity",13.79670000
"47 UMa b","47 UMa","b",3,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",1076.60000000000,,,,,774.86565627,27.01541459,-27.01541459,0,"Msini",1996,"Radial Velocity",13.79670000
"47 UMa b","47 UMa","b",3,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",1076.06000000000,,,,,792.00000000,34.00000000,-33.00000000,0,"Msini",1996,"Radial Velocity",13.79670000
"47 UMa c","47 UMa","c",3,"Published Confirmed",0,"<a refstr=WITTENMYER_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...654..625W/abstract target=ref> Wittenmyer et al. 2007 </a>","2007-01",7586.00000000000,,,,,425.87000000,69.92000000,-69.92000000,0,"Msini",2001,"Radial Velocity",13.79670000
"47 UMa c","47 UMa","c",3,"Published Confirmed",1,"<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>","2010-04",2391.00000000000,,,,,171.62100000,20.97600000,-23.20100000,0,"Msini",2001,"Radial Velocity",13.79670000
"47 UMa c","47 UMa","c",3,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",2287.00000000000,,,,,157.96071828,10.17050902,-9.53485221,0,"Msini",2001,"Radial Velocity",13.79670000
"47 UMa c","47 UMa","c",3,"Published Confirmed",0,"<a refstr=HARADA_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....170..343H/abstract target=ref>Harada et al. 2025</a>","2025-12",2265.00000000000,,,,,164.00000000,12.00000000,-12.00000000,0,"Msini",2001,"Radial Velocity",13.79670000
"47 UMa d","47 UMa","d",3,"Published Confirmed",1,"<a refstr=GREGORY___FISCHER_2010 href=https://ui.adsabs.harvard.edu/abs/2010MNRAS.403..731G/abstract target=ref> Gregory &amp; Fischer 2010 </a>","2010-04",14002.00000000000,,,,,521.22000000,92.17000000,-152.55000000,0,"Msini",2009,"Radial Velocity",13.79670000
"47 UMa d","47 UMa","d",3,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",19000.00000000000,,,,,479.92089457,69.92224954,-54.03082919,0,"Msini",2009,"Radial Velocity",13.79670000
"51 Eri b","51 Eri","b",1,"Published Confirmed",0,"<a refstr=MACINTOSH_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015Sci...350...64M/abstract target=ref>Macintosh et al. 2015</a>","2015-00",,,,,,635.66000000,,,0,"Mass",2015,"Imaging",29.75750000
"51 Eri b","51 Eri","b",1,"Published Confirmed",0,"<a refstr=DE_ROSA_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...814L...3D/abstract target=ref>De Rosa et al. 2015</a>","2015-11",14965.00000000000,,,,,,,,,,2015,"Imaging",29.75750000
"51 Eri b","51 Eri","b",1,"Published Confirmed",0,"<a refstr=MAIRE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...624A.118M/abstract target=ref>Maire et al. 2019</a>","2019-04",11688.00000000000,,,,,,,,,,2015,"Imaging",29.75750000
"51 Eri b","51 Eri","b",1,"Published Confirmed",1,"<a refstr=DUPUY_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.509.4411D/abstract target=ref>Dupuy et al. 2022</a>","2022-01",9100.00000000000,,,,,3464.32963630,,,1,"Mass",2015,"Imaging",29.75750000
"51 Eri b","51 Eri","b",1,"Published Confirmed",0,"<a refstr=ELLIOTT_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024PASA...41...43E/abstract target=ref>Elliott et al. 2024</a>","2024-09",,,,,,1303.09646870,127.13136280,-127.13136280,0,"Mass",2015,"Imaging",29.75750000
"51 Peg b","51 Peg","b",1,"Published Confirmed",0,"<a refstr=MAYOR___QUELOZ_1995 href=https://ui.adsabs.harvard.edu/abs/1995Natur.378..355M/abstract target=ref> Mayor & Queloz 1995 </a>","1995-11",4.22930000000,,,,,149.38010000,6.35660000,-6.35660000,0,"Msini",1995,"Radial Velocity",15.46140000
"51 Peg b","51 Peg","b",1,"Published Confirmed",0,"<a refstr=NAEF_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004A&A...414..351N/abstract target=ref> Naef et al. 2004 </a>","2004-01",4.23077000000,,,,,148.73800000,2.22500000,-2.22500000,0,"Msini",1995,"Radial Velocity",15.46140000
"51 Peg b","51 Peg","b",1,"Published Confirmed",0,"<a refstr=BUTLER_ET_AL__2006 href=https://ui.adsabs.harvard.edu/abs/2006ApJ...646..505B/abstract target=ref> Butler et al. 2006 </a>","2006-07",4.23078500000,,,,,150.00900000,12.39500000,-12.39500000,0,"Msini",1995,"Radial Velocity",15.46140000
"51 Peg b","51 Peg","b",1,"Published Confirmed",0,"<a refstr=MARTINS_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...576A.134M/abstract target=ref>Martins et al. 2015</a>","2015-04",4.23100000000,,,,,146.20180000,19.06980000,-3.17830000,0,"Mass",1995,"Radial Velocity",15.46140000
"51 Peg b","51 Peg","b",1,"Published Confirmed",0,"<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>","2021-07",4.23079690000,,,,,147.47238085,4.44959770,-4.44959770,0,"Msini",1995,"Radial Velocity",15.46140000
"51 Peg b","51 Peg","b",1,"Published Confirmed",1,"<a refstr=CONT_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...710A.345C/abstract target=ref>Cont et al. 2026</a>","2026-06",4.23079660000,,,,,193.87532827,19.06970442,-15.89142035,0,"Mass",1995,"Radial Velocity",15.46140000
"55 Cnc B b","55 Cnc B","b",7,"Published Confirmed",1,"<a refstr=MOUTOU_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026A&A...705A.190M/abstract target=ref>Moutou et al. 2026</a>","2026-01",6.79940000000,,,,,3.50000000,0.80000000,-0.80000000,0,"Msini",2025,"Radial Velocity",12.47730000
